Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
913635,SRHINSTITUTIONALBIRTH,COUNTRY,DEU,EUR,Europe,YEAR,2016,,,,,,,DATASOURCE,DATASOURCE_SRHIBDEU2016STAT,97.8,97.8,,,DESTATIS [online database]; 2019. ,2024-08-06T16:05:08Z,2016,2016-01-01,2016-12-31
919235,SRHINSTITUTIONALBIRTH,COUNTRY,USA,AMR,Americas,YEAR,1990,,,,,,,DATASOURCE,DATASOURCE_SRHIBUSA1990STAT,98.9,98.9,,,"Curtin SC, Park MM. National Center for Health Statistics; 1999.
",2024-08-06T16:05:08Z,1990,1990-01-01,1990-12-31
950328,SRHINSTITUTIONALBIRTH,COUNTRY,BGR,EUR,Europe,YEAR,2014,,,,,,,DATASOURCE,DATASOURCE_SRHIBBGR2014GOV,93.7,93.7,,,"Ministry of Health. National Center of Public Health and Analyses, Bulgaria; 2015.
",2024-08-06T16:05:08Z,2014,2014-01-01,2014-12-31
951796,SRHINSTITUTIONALBIRTH,COUNTRY,AUS,WPR,Western Pacific,YEAR,2006,,,,,,,DATASOURCE,DATASOURCE_SRHIBAUS2006STAT,99.3,99.3,,,"Laws PJ, Hilder L. Australian Institute of Health and Welfare (AIHW) National Perinatal Statistics Unit; 2008.",2024-08-06T16:05:08Z,2006,2006-01-01,2006-12-31
976379,SRHINSTITUTIONALBIRTH,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2007,,,,,,,DATASOURCE,DATASOURCE_SRHIBBHR2007GOV,97.4,97.4,,,"Ministry of Health [Bahrain]; 2008.
",2024-08-06T16:05:08Z,2007,2007-01-01,2007-12-31
982564,SRHINSTITUTIONALBIRTH,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,1992,,,,,,,DATASOURCE,DATASOURCE_SRHIBQAT1992STAT,99.5,99.5,,,"Central Statistical Organization [Qatar]; 1993.
",2024-08-06T16:05:08Z,1992,1992-01-01,1992-12-31
989580,SRHINSTITUTIONALBIRTH,COUNTRY,NIC,AMR,Americas,YEAR,2003,,,,,,,DATASOURCE,DATASOURCE_SRHIBNIC2003STAT,50.4,50.4,,,"Oficina Nacional De Estadísticas, Ministerio de Salud [Nicaragua]; 2011. ",2024-08-06T16:05:08Z,2003,2003-01-01,2003-12-31
989765,SRHINSTITUTIONALBIRTH,COUNTRY,AUS,WPR,Western Pacific,YEAR,2021,,,,,,,DATASOURCE,DATASOURCE_SRHIBAUS2021GOV,98.8,98.8,,,Australian Institute of Health and Welfare (AIHW); 2023.,2024-08-06T16:05:08Z,2021,2021-01-01,2021-12-31
993986,SRHINSTITUTIONALBIRTH,COUNTRY,DNK,EUR,Europe,YEAR,2001,,,,,,,DATASOURCE,DATASOURCE_SRHIBDNK2001GOV,98.9,98.9,,,"Sundhedsstyrelsen [Denmark]; 2003.
",2024-08-06T16:05:08Z,2001,2001-01-01,2001-12-31
995083,SRHINSTITUTIONALBIRTH,COUNTRY,ITA,EUR,Europe,YEAR,2017,,,,,,,DATASOURCE,DATASOURCE_SRHIBITA2017GOV,99.9,99.9,,,Analisi dell’evento nascita - Anno 2017.,2024-08-06T16:05:08Z,2017,2017-01-01,2017-12-31
1013665,SRHINSTITUTIONALBIRTH,COUNTRY,PER,AMR,Americas,YEAR,2016,,,,,,,DATASOURCE,DATASOURCE_SRHIBPER20112016DHS,92.2,92.2,,,"DHS 2016. 
",2024-08-06T16:05:08Z,2011-2016,2011-01-01,2016-12-31
1014284,SRHINSTITUTIONALBIRTH,COUNTRY,NIC,AMR,Americas,YEAR,2012,,,,,,,DATASOURCE,DATASOURCE_SRHIBNIC20062012GOV,88.2,88.2,,,"ENDESA 2011/12 (Informe Preliminar). INIDE, Ministerio de Salud [Nicaragua]; 2013.",2024-08-06T16:05:08Z,2006-2012,2006-01-01,2012-12-31
1026201,SRHINSTITUTIONALBIRTH,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,1992,,,,,,,DATASOURCE,DATASOURCE_SRHIBMAR19871992DHS,28.4,28.4,,,DHS 1992. ,2024-08-06T16:05:08Z,1987-1992,1987-01-01,1992-12-31
1026957,SRHINSTITUTIONALBIRTH,COUNTRY,GEO,EUR,Europe,YEAR,2010,,,,,,,DATASOURCE,DATASOURCE_SRHIBGEO2010GOV,99.6,99.6,,,"Ministry of Labour, Health and Social Affairs of Georgia; 2015.
",2024-08-06T16:05:08Z,2010,2010-01-01,2010-12-31
1033029,SRHINSTITUTIONALBIRTH,COUNTRY,GIN,AFR,Africa,YEAR,2012,,,,,,,DATASOURCE,DATASOURCE_SRHIBGIN20072012MICS,40.3,40.3,,,"DHS 2012. (DHS/MICS 2012). 
",2024-08-06T16:05:08Z,2007-2012,2007-01-01,2012-12-31
1038377,SRHINSTITUTIONALBIRTH,COUNTRY,BGR,EUR,Europe,YEAR,2000,,,,,,,DATASOURCE,DATASOURCE_SRHIBBGR2000GOV,96.5,96.5,,,"Ministry of Health. National Center of Public Health and Analyses, Bulgaria; 2015.
",2024-08-06T16:05:08Z,2000,2000-01-01,2000-12-31
1039175,SRHINSTITUTIONALBIRTH,COUNTRY,PHL,WPR,Western Pacific,YEAR,1998,,,,,,,DATASOURCE,DATASOURCE_SRHIBPHL19931998DHS,34.2,34.2,,,"DHS 1998. 
",2024-08-06T16:05:08Z,1993-1998,1993-01-01,1998-12-31
1046241,SRHINSTITUTIONALBIRTH,COUNTRY,USA,AMR,Americas,YEAR,1999,,,,,,,DATASOURCE,DATASOURCE_SRHIBUSA1999STAT,99.1,99.1,,,"National Center for Health Statistics [USA]; 2001.
",2024-08-06T16:05:08Z,1999,1999-01-01,1999-12-31
1046590,SRHINSTITUTIONALBIRTH,COUNTRY,CHN,WPR,Western Pacific,YEAR,2018,,,,,,,DATASOURCE,DATASOURCE_SRHIBCHN2018STAT,99.9,99.9,,,"Health Statistical Yearbook 2018.
",2024-08-06T16:05:08Z,2018,2018-01-01,2018-12-31
1057511,SRHINSTITUTIONALBIRTH,COUNTRY,EST,EUR,Europe,YEAR,2004,,,,,,,DATASOURCE,DATASOURCE_SRHIBEST2004GOV,99.7,99.7,,,"National Institute for Health Development [Estonia]; 2017.
",2024-08-06T16:05:08Z,2004,2004-01-01,2004-12-31
1076843,SRHINSTITUTIONALBIRTH,COUNTRY,EST,EUR,Europe,YEAR,2019,,,,,,,DATASOURCE,DATASOURCE_SRHIBEST2019GOV,99.4,99.4,,,National Institute for Health Development [Estonia]; 2021.,2024-08-06T16:05:08Z,2019,2019-01-01,2019-12-31
1076889,SRHINSTITUTIONALBIRTH,COUNTRY,PLW,WPR,Western Pacific,YEAR,2013,,,,,,,DATASOURCE,DATASOURCE_SRHIBPLW2013GOV,99.1,99.1,,,"Ministry of Finance [Palau]; 2016.
",2024-08-06T16:05:08Z,2013,2013-01-01,2013-12-31
1084634,SRHINSTITUTIONALBIRTH,COUNTRY,CAN,AMR,Americas,YEAR,2014,,,,,,,DATASOURCE,DATASOURCE_SRHIBCAN2014STAT,97.9,97.9,,,"Statistics Canada; 2017. 
",2024-08-06T16:05:08Z,2014,2014-01-01,2014-12-31
1090333,SRHINSTITUTIONALBIRTH,COUNTRY,HND,AMR,Americas,YEAR,2006,,,,,,,DATASOURCE,DATASOURCE_SRHIBHND20002006DHS,66.5,66.5,,,DHS 2005-2006. ,2024-08-06T16:05:08Z,2000-2006,2000-01-01,2006-12-31
1102833,SRHINSTITUTIONALBIRTH,COUNTRY,MOZ,AFR,Africa,YEAR,2004,,,,,,,DATASOURCE,DATASOURCE_SRHIBMOZ2004STAT,46.8,46.8,,,"National Statistics Institute [Mozambique]; 2009. 
",2024-08-06T16:05:08Z,2004,2004-01-01,2004-12-31
1103019,SRHINSTITUTIONALBIRTH,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2011,,,,,,,DATASOURCE,DATASOURCE_SRHIBBHR2011GOV,99.6,99.6,,,"Ministry of Health [Bahrain]; 2013.
",2024-08-06T16:05:08Z,2011,2011-01-01,2011-12-31
1103287,SRHINSTITUTIONALBIRTH,COUNTRY,DEU,EUR,Europe,YEAR,2002,,,,,,,DATASOURCE,DATASOURCE_SRHIBDEU2002GOV,98.6,98.6,,,"QUAG e.V. [Germany]. Qualitätsbericht 2012; 2014.  
",2024-08-06T16:05:08Z,2002,2002-01-01,2002-12-31
1134720,SRHINSTITUTIONALBIRTH,COUNTRY,BHS,AMR,Americas,YEAR,2017,,,,,,,DATASOURCE,DATASOURCE_SRHIBBHS2017WHO,99.0,99,,,PLISA Health Information Platform; 2024.,2024-08-06T16:05:08Z,2017,2017-01-01,2017-12-31
1140139,SRHINSTITUTIONALBIRTH,COUNTRY,PLW,WPR,Western Pacific,YEAR,2004,,,,,,,DATASOURCE,DATASOURCE_SRHIBPLW2004GOV,100.0,100,,,"Ministry of Finance [Palau]; 2007.
",2024-08-06T16:05:08Z,2004,2004-01-01,2004-12-31
1147585,SRHINSTITUTIONALBIRTH,COUNTRY,PLW,WPR,Western Pacific,YEAR,2002,,,,,,,DATASOURCE,DATASOURCE_SRHIBPLW2002GOV,100.0,100,,,"Ministry of Finance [Palau]; 2004.
",2024-08-06T16:05:08Z,2002,2002-01-01,2002-12-31
1153013,SRHINSTITUTIONALBIRTH,COUNTRY,ECU,AMR,Americas,YEAR,2006,,,,,,,DATASOURCE,DATASOURCE_SRHIBECU2006STAT,80.3,80.3,,,"Instituto Nacional de Estadística y Censos (INEC), Ecuador; 2019.",2024-08-06T16:05:08Z,2006,2006-01-01,2006-12-31
1159826,SRHINSTITUTIONALBIRTH,COUNTRY,ECU,AMR,Americas,YEAR,2015,,,,,,,DATASOURCE,DATASOURCE_SRHIBECU2015WHO,94.3,94.3,,,WHO/PAHO; 2017.,2024-08-06T16:05:08Z,2015,2015-01-01,2015-12-31
1160030,SRHINSTITUTIONALBIRTH,COUNTRY,EST,EUR,Europe,YEAR,2011,,,,,,,DATASOURCE,DATASOURCE_SRHIBEST2011GOV,99.4,99.4,,,"National Institute for Health Development [Estonia]; 2013.
",2024-08-06T16:05:08Z,2011,2011-01-01,2011-12-31
1166877,SRHINSTITUTIONALBIRTH,COUNTRY,FIN,EUR,Europe,YEAR,1994,,,,,,,DATASOURCE,DATASOURCE_SRHIBFIN1994GOV,98.5,98.5,,,"National Research and Development Centre for Welfare and Health [Finland]; 2005.
",2024-08-06T16:05:08Z,1994,1994-01-01,1994-12-31
1171873,SRHINSTITUTIONALBIRTH,COUNTRY,ECU,AMR,Americas,YEAR,1995,,,,,,,DATASOURCE,DATASOURCE_SRHIBECU1995STAT,63.5,63.5,,,"Instituto Nacional de Estadística y Censos (INEC), Ecuador; 2019.",2024-08-06T16:05:08Z,1995,1995-01-01,1995-12-31
1177675,SRHINSTITUTIONALBIRTH,COUNTRY,BOL,AMR,Americas,YEAR,2021,,,,,,,DATASOURCE,DATASOURCE_SRHIBBOL2021WHO,92.2,92.2,,,PLISA Health Information Platform; 2024.,2024-08-06T16:05:08Z,2021,2021-01-01,2021-12-31
1179587,SRHINSTITUTIONALBIRTH,COUNTRY,THA,SEAR,South-East Asia,YEAR,2006,,,,,,,DATASOURCE,DATASOURCE_SRHIBTHA20032006MICS,96.7,96.7,,,"MICS 2005-2006. 
",2024-08-06T16:05:08Z,2003-2006,2003-01-01,2006-12-31
1180092,SRHINSTITUTIONALBIRTH,COUNTRY,NZL,WPR,Western Pacific,YEAR,2006,,,,,,,DATASOURCE,DATASOURCE_SRHIBNZL2006GOV,96.8,96.8,,,Ministry of Health [New Zealand]; 2015.,2024-08-06T16:05:08Z,2006,2006-01-01,2006-12-31
1184307,SRHINSTITUTIONALBIRTH,COUNTRY,NPL,SEAR,South-East Asia,YEAR,1991,,,,,,,DATASOURCE,DATASOURCE_SRHIBNPL19861991UN,5.7,5.7,,,"Minstry of Health [Nepal], UNFPA; 1993.
",2024-08-06T16:05:08Z,1986-1991,1986-01-01,1991-12-31
1184447,SRHINSTITUTIONALBIRTH,COUNTRY,MLT,EUR,Europe,YEAR,2001,,,,,,,DATASOURCE,DATASOURCE_SRHIBMLT2001GOV,99.9,99.9,,,Department of Health Information (DHI) [Malta]; 2002.,2024-08-06T16:05:08Z,2001,2001-01-01,2001-12-31
1191979,SRHINSTITUTIONALBIRTH,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2006,,,,,,,DATASOURCE,DATASOURCE_SRHIBPAK20052006STAT,48.0,48,,,"Federal Bureau of Statistics [Pakistan]. PSLM 2005-06; 2007.
",2024-08-06T16:05:08Z,2005-2006,2005-01-01,2006-12-31
1209415,SRHINSTITUTIONALBIRTH,COUNTRY,CAN,AMR,Americas,YEAR,2000,,,,,,,DATASOURCE,DATASOURCE_SRHIBCAN2000STAT,99.3,99.3,,,"Statistics Canada; 2013. 
",2024-08-06T16:05:08Z,2000,2000-01-01,2000-12-31
1217730,SRHINSTITUTIONALBIRTH,COUNTRY,SEN,AFR,Africa,YEAR,2018,,,,,,,DATASOURCE,DATASOURCE_SRHIBSEN20132018DHS,81.7,81.7,,,DHS 2018 (DHS Continuous). ,2024-08-06T16:05:08Z,2013-2018,2013-01-01,2018-12-31
1236018,SRHINSTITUTIONALBIRTH,COUNTRY,AUS,WPR,Western Pacific,YEAR,1999,,,,,,,DATASOURCE,DATASOURCE_SRHIBAUS1999GOV,99.3,99.3,,,"Nassar N, Sullivan EA. Australian Institute of Health and Welfare (AIHW); 2001.",2024-08-06T16:05:08Z,1999,1999-01-01,1999-12-31
1255223,SRHINSTITUTIONALBIRTH,COUNTRY,POL,EUR,Europe,YEAR,2010,,,,,,,DATASOURCE,DATASOURCE_SRHIBPOL2010STAT,99.8,99.8,,,"Central Statistical Office [Poland]; 2011.
",2024-08-06T16:05:08Z,2010,2010-01-01,2010-12-31
1275077,SRHINSTITUTIONALBIRTH,COUNTRY,BLZ,AMR,Americas,YEAR,2017,,,,,,,DATASOURCE,DATASOURCE_SRHIBBLZ2017WHO,92.2,92.2,,,WHO/PAHO; 2018.,2024-08-06T16:05:08Z,2017,2017-01-01,2017-12-31
1318661,SRHINSTITUTIONALBIRTH,COUNTRY,GEO,EUR,Europe,YEAR,2015,,,,,,,DATASOURCE,DATASOURCE_SRHIBGEO2015GOV,99.8,99.8,,,"Ministry of Labour, Health and Social Affairs of Georgia; 2016.",2024-08-06T16:05:08Z,2015,2015-01-01,2015-12-31
1446583,SRHINSTITUTIONALBIRTH,COUNTRY,TJK,EUR,Europe,YEAR,2017,,,,,,,DATASOURCE,DATASOURCE_SRHIBTJK20122017DHS,88.2,88.2,,,DHS 2017. ,2024-08-06T16:05:08Z,2012-2017,2012-01-01,2017-12-31
1463414,SRHINSTITUTIONALBIRTH,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2003,,,,,,,DATASOURCE,DATASOURCE_SRHIBBHR2003GOV,97.8,97.8,,,"Ministry of Health [Bahrain]; 2004.
",2024-08-06T16:05:08Z,2003,2003-01-01,2003-12-31
1465712,SRHINSTITUTIONALBIRTH,COUNTRY,GTM,AMR,Americas,YEAR,1999,,,,,,,DATASOURCE,DATASOURCE_SRHIBGTM19931999DHS,40.4,40.4,,,"DHS 1998-1999. 
",2024-08-06T16:05:08Z,1993-1999,1993-01-01,1999-12-31
1471230,SRHINSTITUTIONALBIRTH,COUNTRY,PRY,AMR,Americas,YEAR,2011,,,,,,,DATASOURCE,DATASOURCE_SRHIBPRY2011STAT,96.3,96.3,,,"Dirección General de Estadística, Encuestas y Censos (DGEEC) [Paraguay].Estadísticas Vitales del Paraguay 2011; 2013.",2024-08-06T16:05:08Z,2011,2011-01-01,2011-12-31
1482406,SRHINSTITUTIONALBIRTH,COUNTRY,BRN,WPR,Western Pacific,YEAR,2017,,,,,,,DATASOURCE,DATASOURCE_SRHIBBRN2017GOV,100.0,100,,,Ministry of Health [Brunei Darussalam]; 2018.,2024-08-06T16:05:08Z,2017,2017-01-01,2017-12-31
1483721,SRHINSTITUTIONALBIRTH,COUNTRY,CAN,AMR,Americas,YEAR,1994,,,,,,,DATASOURCE,DATASOURCE_SRHIBCAN1994STAT,99.3,99.3,,,"Statistics Canada; 2013. 
",2024-08-06T16:05:08Z,1994,1994-01-01,1994-12-31
1490725,SRHINSTITUTIONALBIRTH,COUNTRY,ZWE,AFR,Africa,YEAR,1994,,,,,,,DATASOURCE,DATASOURCE_SRHIBZWE19911994DHS,68.9,68.9,,,"DHS 1994. 
",2024-08-06T16:05:08Z,1991-1994,1991-01-01,1994-12-31
1496342,SRHINSTITUTIONALBIRTH,COUNTRY,BOL,AMR,Americas,YEAR,2012,,,,,,,DATASOURCE,DATASOURCE_SRHIBBOL20072012STAT,82.1,82.1,,,"Unidad de Análisis de Políticas Sociales y Económicas (UDAPE), Ministerio de Salud, Estado Plurinacional de Bolivia, Comité Técnico – Consejo Nacional de Alimentación y Nutrición (CT-CONAN); 2014.",2024-08-06T16:05:08Z,2007-2012,2007-01-01,2012-12-31
1514064,SRHINSTITUTIONALBIRTH,COUNTRY,SLB,WPR,Western Pacific,YEAR,2015,,,,,,,DATASOURCE,DATASOURCE_SRHIBSLB20102015DHS,84.5,84.5,,,"DHS 2015. 
",2024-08-06T16:05:08Z,2010-2015,2010-01-01,2015-12-31
1527451,SRHINSTITUTIONALBIRTH,COUNTRY,NGA,AFR,Africa,YEAR,2018,,,,,,,DATASOURCE,DATASOURCE_SRHIBNGA20132018DHS,39.4,39.4,,,DHS 2018.,2024-08-06T16:05:08Z,2013-2018,2013-01-01,2018-12-31
1533158,SRHINSTITUTIONALBIRTH,COUNTRY,CMR,AFR,Africa,YEAR,2011,,,,,,,DATASOURCE,DATASOURCE_SRHIBCMR20052011DHS,61.2,61.2,,,"DHS 2011. 
",2024-08-06T16:05:08Z,2005-2011,2005-01-01,2011-12-31
1551840,SRHINSTITUTIONALBIRTH,COUNTRY,MKD,EUR,Europe,YEAR,2008,,,,,,,DATASOURCE,DATASOURCE_SRHIBMKD2008STAT,99.7,99.7,,,"State Statistical Office [Macedonia]; 2010.
",2024-08-06T16:05:08Z,2008,2008-01-01,2008-12-31
1565296,SRHINSTITUTIONALBIRTH,COUNTRY,NIC,AMR,Americas,YEAR,2017,,,,,,,DATASOURCE,DATASOURCE_SRHIBNIC2017WHO,89.6,89.6,,,WHO/PAHO; 2018.,2024-08-06T16:05:08Z,2017,2017-01-01,2017-12-31
1592064,SRHINSTITUTIONALBIRTH,COUNTRY,FJI,WPR,Western Pacific,YEAR,1990,,,,,,,DATASOURCE,DATASOURCE_SRHIBFJI1990GOV,95.3,95.3,,,"Ministry of Health [Fiji]; 2007.
",2024-08-06T16:05:08Z,1990,1990-01-01,1990-12-31
1598615,SRHINSTITUTIONALBIRTH,COUNTRY,TJK,EUR,Europe,YEAR,2007,,,,,,,DATASOURCE,DATASOURCE_SRHIBTJK20052007STAT,73.3,73.3,,,"State Committee on Statistics Republic of Tajikistan, UNICEF; 2009.
",2024-08-06T16:05:08Z,2005-2007,2005-01-01,2007-12-31
1647717,SRHINSTITUTIONALBIRTH,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2002,,,,,,,DATASOURCE,DATASOURCE_SRHIBPAK20012002STAT,21.0,21,,,"Federal Bureau of Statistics [Pakistan]. PSLM 2005-06; 2007.
",2024-08-06T16:05:08Z,2001-2002,2001-01-01,2002-12-31
1686679,SRHINSTITUTIONALBIRTH,COUNTRY,KIR,WPR,Western Pacific,YEAR,2009,,,,,,,DATASOURCE,DATASOURCE_SRHIBKIR20042009DHS,65.9,65.9,,,"Kiribati DHS 2009. Kiribati National Statistics Office (KNSO), Secretariat of the Pacific Community (SPC) [New Caledonia]; 2010.
",2024-08-06T16:05:08Z,2004-2009,2004-01-01,2009-12-31
1686789,SRHINSTITUTIONALBIRTH,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2006,,,,,,,DATASOURCE,DATASOURCE_SRHIBBHR2006GOV,97.5,97.5,,,"Ministry of Health [Bahrain]; 2007.
",2024-08-06T16:05:08Z,2006,2006-01-01,2006-12-31
1705700,SRHINSTITUTIONALBIRTH,COUNTRY,CUB,AMR,Americas,YEAR,2003,,,,,,,DATASOURCE,DATASOURCE_SRHIBCUB2003GOV,99.9,99.9,,,"Ministerio de Salud Pública [Cuba]; 2012.
",2024-08-06T16:05:08Z,2003,2003-01-01,2003-12-31
1716912,SRHINSTITUTIONALBIRTH,COUNTRY,NOR,EUR,Europe,YEAR,2012,,,,,,,DATASOURCE,DATASOURCE_SRHIBNOR2012GOV,99.2,99.2,,,"Folkehelseinstituttet [Norwegian Institute of Public Health (NIPH)]; 2013.
",2024-08-06T16:05:08Z,2012,2012-01-01,2012-12-31
1723974,SRHINSTITUTIONALBIRTH,COUNTRY,EST,EUR,Europe,YEAR,1992,,,,,,,DATASOURCE,DATASOURCE_SRHIBEST1992GOV,98.9,98.9,,,"National Institute for Health Development [Estonia]; 2017.
",2024-08-06T16:05:08Z,1992,1992-01-01,1992-12-31
